2025-12-11T16:47:56,POST,22,45
2025-12-11T16:57:55,POST,22,45
2025-12-12T12:29:04,POST,23,28
2025-12-12T12:29:09,POST,23,28
2025-12-12T12:29:14,POST,23,28
2025-12-12T12:29:20,POST,23,28
2025-12-12T12:29:25,POST,23,28
2025-12-12T12:29:30,POST,23,28
2025-12-12T12:29:35,POST,24,33
2025-12-12T12:29:41,POST,24,32
2025-12-12T12:29:46,POST,24,31
2025-12-12T12:30:04,POST,24,29
2025-12-12T12:30:09,POST,24,29
2025-12-12T12:30:14,POST,24,29
2025-12-12T12:30:19,POST,24,29
2025-12-12T12:30:24,POST,24,28
2025-12-12T12:30:30,POST,24,28
2025-12-12T12:30:35,POST,24,28
2025-12-12T12:30:40,POST,24,28
2025-12-12T12:30:45,POST,24,28
2025-12-12T12:30:51,POST,24,28
2025-12-12T12:45:29,POST,24,32
2025-12-12T12:45:34,POST,24,32
2025-12-12T12:45:40,POST,24,32
2025-12-12T12:45:45,POST,24,33
2025-12-12T12:45:50,POST,24,32
2025-12-12T12:45:55,POST,24,32
2025-12-12T12:46:01,POST,24,32
2025-12-12T12:46:06,POST,24,32
2025-12-12T12:46:11,POST,24,33
2025-12-12T12:47:59,POST,24,31
2025-12-12T12:48:04,POST,24,31
2025-12-12T12:48:10,POST,24,31
2025-12-12T12:48:15,POST,24,31
2025-12-12T12:48:20,POST,24,31
2025-12-12T12:48:25,POST,23,31
2025-12-12T12:48:31,POST,23,31
2025-12-12T12:48:36,POST,23,31
